"","stock","species","broodyear","recruits","spawners"
"14341","Central Chig","Chum",1984,95116,35400
"14351","Central Chig","Chum",1985,34734,9600
"14361","Central Chig","Chum",1986,141741,31000
"14371","Central Chig","Chum",1987,69429,17500
"14381","Central Chig","Chum",1988,218669,55800
"14391","Central Chig","Chum",1989,82706,34700
"14401","Central Chig","Chum",1990,172152,28000
"14411","Central Chig","Chum",1991,151566,18000
"14421","Central Chig","Chum",1992,92093,173100
"14431","Central Chig","Chum",1993,169959,39400
"14441","Central Chig","Chum",1994,75191,102600
"1445","Central Chig","Chum",1995,107895,44500
"1446","Central Chig","Chum",1996,89604,45100
"1447","Central Chig","Chum",1997,120632,65700
"1448","Central Chig","Chum",1998,21258,32000
"14491","Central Chig","Chum",1999,54495,32400
"14501","Central Chig","Chum",2000,30316,22700
"14512","Central Chig","Chum",2001,164429,36500
"14521","Central Chig","Chum",2002,12905,11615
"14531","Central Chig","Chum",2003,44795,43191
"14541","Central Chig","Chum",2004,57980,30310
"14551","Central Chig","Chum",2005,82699,159100
"14561","Central Chig","Chum",2006,243501,3450
"14571","Central Chig","Chum",2007,149080,25200
"14621","E Chig","Chum",1962,188100,79600
"14631","E Chig","Chum",1963,114200,55200
"14641","E Chig","Chum",1964,173100,165400
"14651","E Chig","Chum",1965,70200,58000
"14661","E Chig","Chum",1966,367100,58000
"14671","E Chig","Chum",1967,321500,89800
"14681","E Chig","Chum",1968,135100,63000
"14691","E Chig","Chum",1969,60300,66500
"14701","E Chig","Chum",1970,76600,126000
"14712","E Chig","Chum",1971,41300,219200
"14721","E Chig","Chum",1972,132300,107400
"14731","E Chig","Chum",1973,56000,59100
"14741","E Chig","Chum",1974,73300,76300
"14751","E Chig","Chum",1975,115600,41300
"14761","E Chig","Chum",1976,163805,122300
"14771","E Chig","Chum",1977,234668,54500
"14781","E Chig","Chum",1978,209913,55800
"14791","E Chig","Chum",1979,58450,79500
"14801","E Chig","Chum",1980,235834,107000
"14812","E Chig","Chum",1981,5764,126000
"14821","E Chig","Chum",1982,26380,145400
"14831","E Chig","Chum",1983,47190,50200
"14841","E Chig","Chum",1984,299411,214700
"14851","E Chig","Chum",1985,74303,4900
"14861","E Chig","Chum",1986,167163,8500
"14871","E Chig","Chum",1987,75325,38300
"14881","E Chig","Chum",1988,368109,221900
"14891","E Chig","Chum",1989,156357,74300
"14901","E Chig","Chum",1990,133533,139700
"14911","E Chig","Chum",1991,120874,70400
"14921","E Chig","Chum",1992,150337,306900
"1493","E Chig","Chum",1993,301397,135200
"1494","E Chig","Chum",1994,102880,129200
"1495","E Chig","Chum",1995,178432,112800
"1496","E Chig","Chum",1996,224045,130500
"1497","E Chig","Chum",1997,457811,290000
"14981","E Chig","Chum",1998,175363,97700
"14991","E Chig","Chum",1999,152904,167100
"15001","E Chig","Chum",2000,277240,216000
"15012","E Chig","Chum",2001,36352,406900
"15021","E Chig","Chum",2002,54716,174850
"15031","E Chig","Chum",2003,65851,152854
"15041","E Chig","Chum",2004,116045,277240
"15051","E Chig","Chum",2005,198700,36350
"15061","E Chig","Chum",2006,176861,53940
"15071","E Chig","Chum",2007,228989,58000
"15121","SW-Unimak","Chum",1962,103200,160800
"15131","SW-Unimak","Chum",1963,54600,183700
"15141","SW-Unimak","Chum",1964,135000,294000
"15151","SW-Unimak","Chum",1965,81000,24200
"15161","SW-Unimak","Chum",1966,174054,67200
"15171","SW-Unimak","Chum",1967,353768,50100
"15181","SW-Unimak","Chum",1968,171221,87400
"15191","SW-Unimak","Chum",1969,94041,37700
"15201","SW-Unimak","Chum",1970,102817,108800
"15212","SW-Unimak","Chum",1971,33609,144100
"15221","SW-Unimak","Chum",1972,116814,109500
"15231","SW-Unimak","Chum",1973,291630,81600
"15241","SW-Unimak","Chum",1974,297513,87500
"15251","SW-Unimak","Chum",1975,206826,33100
"15261","SW-Unimak","Chum",1976,289941,101900
"15271","SW-Unimak","Chum",1977,386798,274000
"15281","SW-Unimak","Chum",1978,439561,214300
"15291","SW-Unimak","Chum",1979,438745,108400
"15301","SW-Unimak","Chum",1980,738330,120800
"15312","SW-Unimak","Chum",1981,594632,146800
"15321","SW-Unimak","Chum",1982,721697,183900
"15331","SW-Unimak","Chum",1983,471000,117600
"15341","SW-Unimak","Chum",1984,779578,253700
"15351","SW-Unimak","Chum",1985,238962,218800
"15361","SW-Unimak","Chum",1986,299229,305000
"15371","SW-Unimak","Chum",1987,479895,291500
"15381","SW-Unimak","Chum",1988,433092,227300
"15391","SW-Unimak","Chum",1989,408033,121300
"15401","SW-Unimak","Chum",1990,1272981,143800
"15411","SW-Unimak","Chum",1991,912940,242200
"1542","SW-Unimak","Chum",1992,431026,141400
"1543","SW-Unimak","Chum",1993,449559,224630
"1544","SW-Unimak","Chum",1994,524955,367400
"1545","SW-Unimak","Chum",1995,564359,401650
"1546","SW-Unimak","Chum",1996,635479,302900
"1547","SW-Unimak","Chum",1997,709620,267000
"1548","SW-Unimak","Chum",1998,500146,351910
"1549","SW-Unimak","Chum",1999,422356,389130
"1550","SW-Unimak","Chum",2000,242574,258025
"15511","SW-Unimak","Chum",2001,407568,277421
"1552","SW-Unimak","Chum",2002,550188,269200
"1553","SW-Unimak","Chum",2003,772346,193230
"1554","SW-Unimak","Chum",2004,283582,180400
"15551","SW-Unimak","Chum",2005,925986,322110
"15561","SW-Unimak","Chum",2006,258361,239850
"15571","SW-Unimak","Chum",2007,325696,399210
"15621","W-NW AKPen","Chum",1962,57200,48000
"15631","W-NW AKPen","Chum",1963,24300,22300
"15641","W-NW AKPen","Chum",1964,20000,16000
"15651","W-NW AKPen","Chum",1965,9400,1800
"15661","W-NW AKPen","Chum",1966,8047,10000
"15671","W-NW AKPen","Chum",1967,13398,15400
"15681","W-NW AKPen","Chum",1968,12674,19800
"15691","W-NW AKPen","Chum",1969,13973,8000
"15701","W-NW AKPen","Chum",1970,9179,5600
"15712","W-NW AKPen","Chum",1971,17815,5900
"15721","W-NW AKPen","Chum",1972,46201,11200
"15731","W-NW AKPen","Chum",1973,76890,7500
"15741","W-NW AKPen","Chum",1974,77834,6100
"15751","W-NW AKPen","Chum",1975,24915,17300
"15761","W-NW AKPen","Chum",1976,126095,38300
"15771","W-NW AKPen","Chum",1977,88656,54300
"15781","W-NW AKPen","Chum",1978,61469,29500
"15791","W-NW AKPen","Chum",1979,34129,12400
"15801","W-NW AKPen","Chum",1980,113163,41100
"15812","W-NW AKPen","Chum",1981,142183,29600
"15821","W-NW AKPen","Chum",1982,67745,23800
"15831","W-NW AKPen","Chum",1983,120112,20200
"15841","W-NW AKPen","Chum",1984,117913,33400
"15851","W-NW AKPen","Chum",1985,30684,25700
"15861","W-NW AKPen","Chum",1986,24989,23300
"15871","W-NW AKPen","Chum",1987,60619,55500
"15881","W-NW AKPen","Chum",1988,76161,51800
"15891","W-NW AKPen","Chum",1989,70958,19400
"15901","W-NW AKPen","Chum",1990,142129,18400
"15912","W-NW AKPen","Chum",1991,337627,49400
"15921","W-NW AKPen","Chum",1992,114235,33100
"15931","W-NW AKPen","Chum",1993,68725,46100
"15941","W-NW AKPen","Chum",1994,86087,108900
"15951","W-NW AKPen","Chum",1995,64500,320000
"15961","W-NW AKPen","Chum",1996,79378,108500
"15971","W-NW AKPen","Chum",1997,104807,47700
"15981","W-NW AKPen","Chum",1998,58146,67300
"15991","W-NW AKPen","Chum",1999,43509,56600
"16001","W-NW AKPen","Chum",2000,44525,52400
"16011","W-NW AKPen","Chum",2001,67407,66000
"16021","W-NW AKPen","Chum",2002,73574,50100
"16031","W-NW AKPen","Chum",2003,113646,36800
"16041","W-NW AKPen","Chum",2004,83761,43400
"16051","W-NW AKPen","Chum",2005,79034,61600
"1606","W-NW AKPen","Chum",2006,43888,61600
"1607","W-NW AKPen","Chum",2007,110938,85950
"1612","E-NW AKPen","Chum",1962,62900,68000
"1613","E-NW AKPen","Chum",1963,42700,133500
"1614","E-NW AKPen","Chum",1964,191500,95500
"16151","E-NW AKPen","Chum",1965,99800,24000
"16161","E-NW AKPen","Chum",1966,68132,54000
"16171","E-NW AKPen","Chum",1967,90322,32800
"16181","E-NW AKPen","Chum",1968,123684,142700
"16191","E-NW AKPen","Chum",1969,164710,95300
"16201","E-NW AKPen","Chum",1970,87302,58100
"16212","E-NW AKPen","Chum",1971,77662,54100
"16221","E-NW AKPen","Chum",1972,165794,65800
"16231","E-NW AKPen","Chum",1973,401744,68100
"16241","E-NW AKPen","Chum",1974,216416,76000
"16251","E-NW AKPen","Chum",1975,195825,74300
"16261","E-NW AKPen","Chum",1976,646716,127700
"16271","E-NW AKPen","Chum",1977,531440,381400
"16281","E-NW AKPen","Chum",1978,223850,134100
"16291","E-NW AKPen","Chum",1979,328067,178000
"16301","E-NW AKPen","Chum",1980,530192,364200
"16312","E-NW AKPen","Chum",1981,321344,235000
"16321","E-NW AKPen","Chum",1982,211518,166400
"16331","E-NW AKPen","Chum",1983,434638,173300
"16341","E-NW AKPen","Chum",1984,416572,427500
"16351","E-NW AKPen","Chum",1985,105058,194700
"16361","E-NW AKPen","Chum",1986,116483,142400
"16371","E-NW AKPen","Chum",1987,223921,286000
"16381","E-NW AKPen","Chum",1988,243871,304400
"16391","E-NW AKPen","Chum",1989,196436,90600
"16401","E-NW AKPen","Chum",1990,147510,92500
"16411","E-NW AKPen","Chum",1991,97378,172400
"16421","E-NW AKPen","Chum",1992,280196,182200
"16431","E-NW AKPen","Chum",1993,204686,172900
"16441","E-NW AKPen","Chum",1994,295042,140500
"16451","E-NW AKPen","Chum",1995,310200,88300
"16461","E-NW AKPen","Chum",1996,200431,278200
"1647","E-NW AKPen","Chum",1997,415219,179500
"1648","E-NW AKPen","Chum",1998,380793,281800
"1649","E-NW AKPen","Chum",1999,209068,310200
"1650","E-NW AKPen","Chum",2000,257553,196800
"16511","E-NW AKPen","Chum",2001,159175,340800
"1652","E-NW AKPen","Chum",2002,159274,367000
"1653","E-NW AKPen","Chum",2003,317810,199200
"1654","E-NW AKPen","Chum",2004,196929,252200
"1655","E-NW AKPen","Chum",2005,59595,131365
"1656","E-NW AKPen","Chum",2006,239282,131860
"1657","E-NW AKPen","Chum",2007,269860,249500
"1662","SE-SC AKPen","Chum",1962,576200,238600
"1663","SE-SC AKPen","Chum",1963,251500,263000
"1664","SE-SC AKPen","Chum",1964,313100,160800
"1665","SE-SC AKPen","Chum",1965,192000,203300
"1666","SE-SC AKPen","Chum",1966,657883,354800
"1667","SE-SC AKPen","Chum",1967,846192,132800
"1668","SE-SC AKPen","Chum",1968,296283,191700
"1669","SE-SC AKPen","Chum",1969,210772,96900
"1670","SE-SC AKPen","Chum",1970,226309,171700
"16711","SE-SC AKPen","Chum",1971,189619,199100
"1672","SE-SC AKPen","Chum",1972,332619,145000
"1673","SE-SC AKPen","Chum",1973,610441,130900
"1674","SE-SC AKPen","Chum",1974,727277,169800
"1675","SE-SC AKPen","Chum",1975,583101,160200
"1676","SE-SC AKPen","Chum",1976,916706,225300
"1677","SE-SC AKPen","Chum",1977,1199030,500900
"1678","SE-SC AKPen","Chum",1978,1124790,386200
"1679","SE-SC AKPen","Chum",1979,926195,302700
"1680","SE-SC AKPen","Chum",1980,1278872,241600
"16811","SE-SC AKPen","Chum",1981,823765,234500
"1682","SE-SC AKPen","Chum",1982,1220785,203000
"1683","SE-SC AKPen","Chum",1983,1082446,328900
"1684","SE-SC AKPen","Chum",1984,1098618,446000
"1685","SE-SC AKPen","Chum",1985,609867,284700
"1686","SE-SC AKPen","Chum",1986,771411,239600
"1687","SE-SC AKPen","Chum",1987,908773,329200
"1688","SE-SC AKPen","Chum",1988,786622,269100
"1689","SE-SC AKPen","Chum",1989,503157,189200
"1690","SE-SC AKPen","Chum",1990,902864,210900
"16911","SE-SC AKPen","Chum",1991,991094,345400
"1692","SE-SC AKPen","Chum",1992,594511,194100
"1693","SE-SC AKPen","Chum",1993,643420,172400
"1694","SE-SC AKPen","Chum",1994,683187,211700
"1695","SE-SC AKPen","Chum",1995,732481,324750
"1696","SE-SC AKPen","Chum",1996,702555,307400
"1697","SE-SC AKPen","Chum",1997,915237,542050
"1698","SE-SC AKPen","Chum",1998,542817,390325
"1699","SE-SC AKPen","Chum",1999,423551,336050
"1700","SE-SC AKPen","Chum",2000,797625,264050
"17011","SE-SC AKPen","Chum",2001,874372,473800
"1702","SE-SC AKPen","Chum",2002,1090578,333550
"1703","SE-SC AKPen","Chum",2003,722410,297810
"1704","SE-SC AKPen","Chum",2004,699840,552000
"1705","SE-SC AKPen","Chum",2005,574052,648200
"1706","SE-SC AKPen","Chum",2006,550484,524900
"1707","SE-SC AKPen","Chum",2007,715246,327451
"1712","N AKPen","Chum",1962,112200,34400
"1713","N AKPen","Chum",1963,95500,47400
"1714","N AKPen","Chum",1964,112900,44600
"1715","N AKPen","Chum",1965,67600,23500
"1716","N AKPen","Chum",1966,141610,85500
"1717","N AKPen","Chum",1967,69834,74400
"1718","N AKPen","Chum",1968,72329,88300
"1719","N AKPen","Chum",1969,91090,43500
"1720","N AKPen","Chum",1970,43036,106100
"17211","N AKPen","Chum",1971,22493,49400
"1722","N AKPen","Chum",1972,154994,47000
"1723","N AKPen","Chum",1973,331734,41400
"1724","N AKPen","Chum",1974,180054,23000
"1725","N AKPen","Chum",1975,150271,17600
"1726","N AKPen","Chum",1976,696885,127400
"1727","N AKPen","Chum",1977,627722,245500
"1728","N AKPen","Chum",1978,503514,146900
"1729","N AKPen","Chum",1979,377781,114900
"1730","N AKPen","Chum",1980,1023568,364200
"17311","N AKPen","Chum",1981,547389,276400
"1732","N AKPen","Chum",1982,235553,267500
"1733","N AKPen","Chum",1983,316846,199100
"1734","N AKPen","Chum",1984,358890,409300
"1735","N AKPen","Chum",1985,233550,123900
"1736","N AKPen","Chum",1986,211141,77900
"1737","N AKPen","Chum",1987,210038,161400
"1738","N AKPen","Chum",1988,373284,144100
"1739","N AKPen","Chum",1989,269963,102300
"1740","N AKPen","Chum",1990,274458,115600
"1741","N AKPen","Chum",1991,420388,81500
"1742","N AKPen","Chum",1992,496625,136400
"1743","N AKPen","Chum",1993,212169,183400
"1744","N AKPen","Chum",1994,417887,230800
"1745","N AKPen","Chum",1995,341720,347800
"1746","N AKPen","Chum",1996,401987,436400
"1747","N AKPen","Chum",1997,347197,161000
"1748","N AKPen","Chum",1998,292001,380400
"1749","N AKPen","Chum",1999,236838,299500
"1750","N AKPen","Chum",2000,147830,338900
"1751","N AKPen","Chum",2001,112590,285900
"1752","N AKPen","Chum",2002,474913,262800
"1753","N AKPen","Chum",2003,328337,214660
"1754","N AKPen","Chum",2004,301761,139350
"1755","N AKPen","Chum",2005,205956,103675
"1756","N AKPen","Chum",2006,265303,382583
"1757","N AKPen","Chum",2007,161336,243334
"1762","Nushagak","Chum",1980,1184311,969000
"1763","Nushagak","Chum",1981,556731,177000
"1764","Nushagak","Chum",1982,1049458,256000
"1765","Nushagak","Chum",1983,430014,164000
"1766","Nushagak","Chum",1984,459709,362000
"1767","Nushagak","Chum",1985,879809,288000
"1768","Nushagak","Chum",1986,692806,200300
"1769","Nushagak","Chum",1987,797273,147433
"1770","Nushagak","Chum",1988,752333,186418
"1771","Nushagak","Chum",1989,745022,377512
"1772","Nushagak","Chum",1990,501628,329793
"1773","Nushagak","Chum",1991,442495,252436
"1774","Nushagak","Chum",1992,530803,302678
"1775","Nushagak","Chum",1993,239594,217230
"1776","Nushagak","Chum",1994,629772,378928
"1777","Nushagak","Chum",1995,377233,212612
"1778","Nushagak","Chum",1996,270898,225029
"1780","Nushagak","Chum",1998,578478.5408,299215
"1781","Nushagak","Chum",1999,1288043.933,242312
"1782","Nushagak","Chum",2000,488464.7071,141324
"1783","Nushagak","Chum",2001,2004184.829,564724
"1784","Nushagak","Chum",2002,1701446.72,419964
"1785","Nushagak","Chum",2003,887374.9603,295413
"1786","Nushagak","Chum",2004,951304.1673,283811
"17871","Nushagak","Chum",2005,910777.9804,456025
"17941","Togiak","Chum",1978,304662.1669,396000
"17951","Togiak","Chum",1979,467898.074,293000
"17961","Togiak","Chum",1980,398829.9471,415000
"17971","Togiak","Chum",1981,323829.7608,331000
"17981","Togiak","Chum",1982,947013.2071,86000
"17991","Togiak","Chum",1983,1130702.381,164540
"18001","Togiak","Chum",1984,496035.348,204450
"18011","Togiak","Chum",1985,201040.7533,212000
"18021","Togiak","Chum",1986,256003.9426,330000
"18031","Togiak","Chum",1987,411102.1324,361000
"18041","Togiak","Chum",1988,321511.1601,412000
"18051","Togiak","Chum",1989,290313.648,143890
"18061","Togiak","Chum",1990,421889.5643,67460
"18071","Togiak","Chum",1991,211704.1675,149210
"18141","Yukon","Chum",1974,814484.983,587400
"18151","Yukon","Chum",1975,1885541.162,2068000
"18161","Yukon","Chum",1976,903389.86,491300
"18171","Yukon","Chum",1977,1363679.229,663100
"18181","Yukon","Chum",1978,488694.678,502000
"18191","Yukon","Chum",1979,1237143.165,1245000
"18201","Yukon","Chum",1980,617637.94,314800
"18211","Yukon","Chum",1981,1340210.023,529900
"18221","Yukon","Chum",1982,655735.345,229700
"18231","Yukon","Chum",1983,1135054.162,483400
"18241","Yukon","Chum",1984,601120.826,331800
"18251","Yukon","Chum",1985,1232266.597,661500
"18261","Yukon","Chum",1986,850389.554,500800
"18271","Yukon","Chum",1987,945873.368,675000
"1828","Yukon","Chum",1988,402272.305,327500
"1829","Yukon","Chum",1989,698951.504,504900
"1830","Yukon","Chum",1990,1107289.117,468800
"1831","Yukon","Chum",1991,1412691.025,556400
"1832","Yukon","Chum",1992,871873.207,384600
"1833","Yukon","Chum",1993,568472.862,353000
"1834","Yukon","Chum",1994,372248.514,895800
"1835","Yukon","Chum",1995,329478.625,1006000
"1836","Yukon","Chum",1996,309991.559,813000
"1837","Yukon","Chum",1997,355786.573,502400
"1838","Yukon","Chum",1998,328539.357,258600
"1839","Yukon","Chum",1999,911820.7,271800
"1840","Yukon","Chum",2000,407454.716,217700
"1841","Yukon","Chum",2001,2812493.734,320600
"1848","Anvik","Chum",1972,237395,457800
"1849","Anvik","Chum",1973,609636,249015
"1850","Anvik","Chum",1974,869517,411133
"1851","Anvik","Chum",1975,542143,900967
"1852","Anvik","Chum",1976,2162459,511475
"1853","Anvik","Chum",1977,980358,358771
"1854","Anvik","Chum",1978,817165,307270
"1855","Anvik","Chum",1979,656943,280537
"1856","Anvik","Chum",1980,1388588,492676
"1857","Anvik","Chum",1981,2215845,1486182
"1858","Anvik","Chum",1982,756480,444581
"1859","Anvik","Chum",1983,855008,362912
"1860","Anvik","Chum",1984,2100597,891028
"1861","Anvik","Chum",1985,785735,1080243
"1862","Anvik","Chum",1986,988855,1189602
"1863","Anvik","Chum",1987,1207398,455876
"1864","Anvik","Chum",1988,507883,1125449
"1865","Anvik","Chum",1989,1224634,636906
"1866","Anvik","Chum",1990,1137732,403627
"1867","Anvik","Chum",1991,1383421,847772
"1868","Anvik","Chum",1992,1091932,775626
"1869","Anvik","Chum",1993,419721,517409
"1870","Andreafsky","Chum",1972,178145.9731,60040
"1871","Andreafsky","Chum",1973,150436.1308,56350
"1872","Andreafsky","Chum",1974,136456.3769,69430
"1873","Andreafsky","Chum",1975,146112.9385,271000
"1874","Andreafsky","Chum",1976,182313.0769,151800
"1875","Andreafsky","Chum",1977,164476.3231,117500
"1876","Andreafsky","Chum",1978,230746.2962,102000
"1877","Andreafsky","Chum",1979,94715.2,82520
"1878","Andreafsky","Chum",1980,104527.5,128800
"1879","Andreafsky","Chum",1981,170152.1,153200
"1880","Andreafsky","Chum",1982,142323.2,156300
"1881","Andreafsky","Chum",1983,50774.5,103500
"1882","Andreafsky","Chum",1984,120498.6,76330
"1883","Andreafsky","Chum",1985,50340.4,96080
"1884","Andreafsky","Chum",1986,81032.1,149000
"1885","Andreafsky","Chum",1987,95895.16,46180
"1886","Andreafsky","Chum",1988,48938.62,70900
"1887","Andreafsky","Chum",1989,101905.29,63990
"1888","Andreafsky","Chum",1990,243988.47,39190
"1889","Andreafsky","Chum",1991,129989.94,56830
"1890","Andreafsky","Chum",1992,106599.1,73740
"1891","Andreafsky","Chum",1993,30561.06,52620
"1892","Andreafsky","Chum",1994,81253.92,195400
"1893","Andreafsky","Chum",1995,22453.96,173300
"1894","Andreafsky","Chum",1996,29618.44,108400
"1895","Andreafsky","Chum",1997,10659.32,51780
"1896","Andreafsky","Chum",1998,44305,65850
"1897","Andreafsky","Chum",1999,30881.18,32780
"1898","Andreafsky","Chum",2000,46123.81,23290
"1899","Andreafsky","Chum",2001,107113.56,18570
"1906","Norton Sound","Chum",1974,62925,23511
"1907","Norton Sound","Chum",1975,65985,32185
"1908","Norton Sound","Chum",1976,112461,17623
"1909","Norton Sound","Chum",1977,82970,45097
"19101","Norton Sound","Chum",1978,48885,91798
"19111","Norton Sound","Chum",1979,50646,12312
"19121","Norton Sound","Chum",1980,59366,91090
"19131","Norton Sound","Chum",1981,57251,86684
"19141","Norton Sound","Chum",1982,50926,33735
"19151","Norton Sound","Chum",1983,43931,26977
"19161","Norton Sound","Chum",1984,26900,46908
"19171","Norton Sound","Chum",1985,18053,51313
"19181","Norton Sound","Chum",1986,44776,35060
"19191","Norton Sound","Chum",1987,54696,36507
"19201","Norton Sound","Chum",1988,38760,29733
"19211","Norton Sound","Chum",1989,42595,12594
"19221","Norton Sound","Chum",1990,72352,15375
"19231","Norton Sound","Chum",1991,76313,66216
"19241","Norton Sound","Chum",1992,56255,36895
"19251","Norton Sound","Chum",1993,53507,36162
"19261","Norton Sound","Chum",1994,33719,45392
"19271","Norton Sound","Chum",1995,26615,92107
"19281","Kwiniuk Inlet","Chum",1965,83105,52643
"19291","Kwiniuk Inlet","Chum",1966,216334,38861
"19301","Kwiniuk Inlet","Chum",1967,160478,40965
"19311","Kwiniuk Inlet","Chum",1968,39393,33453
"19321","Kwiniuk Inlet","Chum",1969,73593,53016
"19331","Kwiniuk Inlet","Chum",1970,94336,154910
"19341","Kwiniuk Inlet","Chum",1971,99485,69600
"19351","Kwiniuk Inlet","Chum",1972,19534,62640
"19361","Kwiniuk Inlet","Chum",1973,91610,35242
"19371","Kwiniuk Inlet","Chum",1974,69407,64439
"19381","Kwiniuk Inlet","Chum",1975,45643,33345
"19391","Kwiniuk Inlet","Chum",1976,76474,9200
"19401","Kwiniuk Inlet","Chum",1977,95146,37011
"19411","Kwiniuk Inlet","Chum",1978,112541,29707
"19421","Kwiniuk Inlet","Chum",1979,141879,15024
"19431","Kwiniuk Inlet","Chum",1980,113749,29554
"19441","Kwiniuk Inlet","Chum",1981,82744,69624
"19451","Kwiniuk Inlet","Chum",1982,53725,44625
"19461","Kwiniuk Inlet","Chum",1983,38676,73681
"19471","Kwiniuk Inlet","Chum",1984,46643,133154
"19481","Kwiniuk Inlet","Chum",1985,13695,54032
"19491","Kwiniuk Inlet","Chum",1986,44828,33706
"19501","Kwiniuk Inlet","Chum",1987,31435,28562
"19511","Kwiniuk Inlet","Chum",1988,21537,19101
"19521","Kwiniuk Inlet","Chum",1989,32516,23178
"19531","Kwiniuk Inlet","Chum",1990,68642,19962
"19541","Kwiniuk Inlet","Chum",1991,61794,44244
"19551","Kwiniuk Inlet","Chum",1992,35475,14689
"19561","Kwiniuk Inlet","Chum",1993,23184,23991
"19571","Kwiniuk Inlet","Chum",1994,36466,56852
"19581","Kwiniuk Inlet","Chum",1995,17296,61796
"19591","Kotzebue","Chum",1962,352920,621917
"1960","Kotzebue","Chum",1963,331036,138600
"1961","Kotzebue","Chum",1964,189381,444000
"1962","Kotzebue","Chum",1965,237125,393677
"1963","Kotzebue","Chum",1966,856944,350393
"1964","Kotzebue","Chum",1967,511732,266520
"19651","Kotzebue","Chum",1968,579732,186205
"19661","Kotzebue","Chum",1969,757861,176697
"19671","Kotzebue","Chum",1970,1090497,481658
"19681","Kotzebue","Chum",1971,1468511,293342
"19691","Kotzebue","Chum",1972,337936,550852
"19701","Kotzebue","Chum",1973,538423,391673
"19711","Kotzebue","Chum",1974,277333,688710
"19721","Kotzebue","Chum",1975,283305,481364
"19731","Kotzebue","Chum",1976,1180020,231558
"19741","Kotzebue","Chum",1977,1200340,314197
"19751","Kotzebue","Chum",1978,566251,192475
"19761","Kotzebue","Chum",1979,554364,201157
"19771","Kotzebue","Chum",1980,655561,471854
"19781","Kotzebue","Chum",1981,1375178,492124
"19791","Kotzebue","Chum",1982,253322,184122
"19801","Kotzebue","Chum",1983,320348,443173
"19811","Kotzebue","Chum",1984,806979,373731
"19821","Kotzebue","Chum",1985,926413,385911
"19831","Kotzebue","Chum",1986,510024,276870
"19841","Kotzebue","Chum",1987,660903,276236
"19851","Kotzebue","Chum",1988,556612,387618
"19861","Kotzebue","Chum",1989,206260,484176
"19871","Kotzebue","Chum",1990,757540,340924
"19881","Kotzebue","Chum",1991,1433620,415733
"19891","Kotzebue","Chum",1992,935470,300365
"19901","Kotzebue","Chum",1993,211084,163002
"19911","Kotzebue","Chum",1994,208447,187836
"19921","Kotzebue","Chum",1995,836659,716396
"19931","Kotzebue","Chum",1996,675923,1439252
"19941","Kotzebue","Chum",1997,401546,262959
"3145","Puyallup","Pink",1959,35300,14000
"5101","Puyallup","Pink",1961,115311,10000
"7148","Puyallup","Pink",1963,35628,10221
"9103","Puyallup","Pink",1965,40277,25131
"11103","Puyallup","Pink",1967,22868,22038
"13101","Puyallup","Pink",1969,63066,16003
"15101","Puyallup","Pink",1971,31597,40000
"17100","Puyallup","Pink",1973,35512,12194
"19102","Puyallup","Pink",1975,55191,11800
"2138","Puyallup","Pink",1977,102377,29429
"2312","Puyallup","Pink",1979,34017,29481
"2513","Puyallup","Pink",1981,25341,12115
"2743","Puyallup","Pink",1983,53773,11600
"2913","Puyallup","Pink",1985,45780,34100
"3146","Puyallup","Pink",1987,108869,34400
"3336","Puyallup","Pink",1989,23354,49850
"3512","Puyallup","Pink",1991,12837,14000
"3712","Puyallup","Pink",1993,25396,10069
"3910","Puyallup","Pink",1995,3231,17596
"4110","Puyallup","Pink",1997,4731,2732
"4310","Puyallup","Pink",1999,17155,4653
"4512","Puyallup","Pink",2001,197211,16577
"4713","Puyallup","Pink",2003,290622,191515
"4913","Puyallup","Pink",2005,428039,287230
"5111","Puyallup","Pink",2007,1324533,417767
"5411","Hood Canal","Pink",1959,44388,30500
"5612","Hood Canal","Pink",1961,901536,36800
"5813","Hood Canal","Pink",1963,217872,503000
"6013","Hood Canal","Pink",1965,465405,160000
"6215","Hood Canal","Pink",1967,58604,269000
"6444","Hood Canal","Pink",1969,138686,42000
"6626","Hood Canal","Pink",1971,70592,104000
"6818","Hood Canal","Pink",1973,18401,46500
"7030","Hood Canal","Pink",1975,79795,12500
"7263","Hood Canal","Pink",1977,74372,44000
"7447","Hood Canal","Pink",1979,12013,37100
"7624","Hood Canal","Pink",1981,29222,6450
"7847","Hood Canal","Pink",1983,91739,25000
"8026","Hood Canal","Pink",1985,77341,63800
"8264","Hood Canal","Pink",1987,114944,62100
"8444","Hood Canal","Pink",1989,166259,60800
"8633","Hood Canal","Pink",1991,38696,118200
"8837","Hood Canal","Pink",1993,36148,35326
"9026","Hood Canal","Pink",1995,9477,31286
"92101","Hood Canal","Pink",1997,12673,8299
"9413","Hood Canal","Pink",1999,99061,9475
"9613","Hood Canal","Pink",2001,38242,98261
"9813","Hood Canal","Pink",2003,17603,37462
"10014","Hood Canal","Pink",2005,29564,17442
"10212","Hood Canal","Pink",2007,11501,28964
"10514","Snohomish","Pink",1959,89431,85000
"10713","Snohomish","Pink",1961,982874,50168
"10914","Snohomish","Pink",1963,326297,275042
"11114","Snohomish","Pink",1965,227062,185015
"11314","Snohomish","Pink",1967,108427,95013
"11514","Snohomish","Pink",1969,192834,70009
"11714","Snohomish","Pink",1971,207801,125000
