stock.id,species,stock.name,lat,lon,ocean.basin,state,begin,end,n.years,max.spawners,max.recruits,source,url,comments
233,Chinook,Kenai (early)-Chinook,60.5096525,-151.10697,GOA,AK,1986,1994,9,18682,21816,"Fishery Data Series No. 03-02: Stock Assessment of Early-run Chinook Salmon
of the Kenai River, 1999-2001",http://www.sf.adfg.state.ak.us/FedAidpdfs/Fds03-02.pdf,NA
234,Chinook,Kenai (late)-Chinook,60.5096525,-151.10697,GOA,AK,1986,2000,15,47375,97397,"Fishery Data Series No. 10-96: Stock Assessment of Late-run Chinook Salmon in the
Kenai River, 1999Ð2006 ",http://www.adfg.alaska.gov/FedAidPDFs/fds10-96.pdf,NA
235,Chinook,Unalakleet-Chinook,63.89104,-160.47841,BS,AK,1996,1998,3,10842,7937,"Karalea Cantera, DFO, 2022",NA,NA
236,Chinook,Cowichan-Chinook,48.7581,-123.6242,WC,BC,1989,2016,28,22300,29349,"Karalea Cantera, DFO, 2022",NA,NA
237,Chinook,Harrison-Chinook,49.12,-123.06,WC,BC,1984,2016,33,247401,620514,"Chucken Parken, DFO, 2022",NA,NA
238,Chinook,Lower Shuswap-Chinook,49.12,-123.06,WC,BC,1997,2016,20,71133,150198,"Chucken Parken, DFO, 2022",NA,NA
239,Chinook,Nicola-Chinook,49.12,-123.06,WC,BC,1992,2013,22,17291,17044,"Luke Warkentin, DFO, 2022",NA,NA
240,Coho,Buskin River-Coho,57.75812,-152.4784,GOA,AK,1989,2010,22,16235,21379,"Fishery Manuscript Series No. 16-09: Review of Salmon Escapement Goals in the Kodiak Management Area, 2016",http://www.adfg.alaska.gov/FedAidPDFs/FMS16-09.pdf,NA
241,Coho,Kuskokwim River-Coho,61.10037,-160.9961,BS,AK,2000,2006,7,2375943,1752922,"Fishery Data Series No. 15-18:Â Estimates of the Historic Run and Escapement for the Coho Salmon Stock Returning to the Kuskokwim River, 2000â€“2012Â ",http://www.adfg.alaska.gov/FedAidPDFs/FDS15-18.pdf,NA
242,Coho,Auke Creek-Coho,58.38052,-134.6419,GOA,AK,1980,1986,7,942,2006,"Escapement Goals for Coho Salmon Stocks Returning to Berners River, Auke Creek, Ford Arm Lake, and Hugh Smith Lake in Southeast Alaska",http://www.sf.adfg.state.ak.us/fedaidpdfs/rir.1j.1994.26.pdf,NA
243,Coho,Berners River-Coho,58.8464,-134.97,GOA,AK,1982,2010,27,41089,60491,Leon Shaul; RIR.1J.1994.26,unpublished; http://www.sf.adfg.state.ak.us/fedaidpdfs/rir.1j.1994.26.pdf,NA
244,Coho,Ford Arm Lake-Coho,57.58192,-135.9153,GOA,AK,1982,1986,4,2662,5545,"Escapement Goals for Coho Salmon Stocks Returning to Berners River, Auke Creek, Ford Arm Lake, and Hugh Smith Lake in Southeast Alaska",http://www.sf.adfg.state.ak.us/fedaidpdfs/rir.1j.1994.26.pdf,NA
245,Coho,Hugh Smith Lake-Coho,55.09855,-130.6461,GOA,AK,1982,1986,5,2144,3698,"Escapement Goals for Coho Salmon Stocks Returning to Berners River, Auke Creek, Ford Arm Lake, and Hugh Smith Lake in Southeast Alaska",http://www.sf.adfg.state.ak.us/fedaidpdfs/rir.1j.1994.26.pdf,NA
246,Coho,Akwe River-Coho,59.2929349,-139.09307,GOA,AK,1972,1986,15,15000,31283,Escapement Goals for Yakutat Area Coho Salmon Stocks,http://www.sf.adfg.state.ak.us/FedAidPDFs/RIR.1J.1994.14.pdf,NA
247,Coho,East Alsek River-Coho,59.10379,-138.5086,GOA,AK,1972,1988,17,13000,44378,Escapement Goals for Yakutat Area Coho Salmon Stocks,http://www.sf.adfg.state.ak.us/FedAidPDFs/RIR.1J.1994.14.pdf,NA
248,Coho,Italio River-Coho,59.3129858,-139.15364,GOA,AK,1972,1988,16,8000,20955,Escapement Goals for Yakutat Area Coho Salmon Stocks,http://www.sf.adfg.state.ak.us/FedAidPDFs/RIR.1J.1994.14.pdf,NA
249,Coho,Kaliakh River-Coho,60.0873,-142.9378,GOA,AK,1973,1988,12,37500,62664,Escapement Goals for Yakutat Area Coho Salmon Stocks,http://www.sf.adfg.state.ak.us/FedAidPDFs/RIR.1J.1994.14.pdf,NA
250,Coho,Lost River-Coho,59.45382,-139.6239,GOA,AK,1972,1988,17,10400,35361,Escapement Goals for Yakutat Area Coho Salmon Stocks,http://www.sf.adfg.state.ak.us/FedAidPDFs/RIR.1J.1994.14.pdf,NA
251,Coho,Situk River-Coho,59.44609,-139.5678,GOA,AK,1972,1988,17,14000,145631,Escapement Goals for Yakutat Area Coho Salmon Stocks,http://www.sf.adfg.state.ak.us/FedAidPDFs/RIR.1J.1994.14.pdf,NA
252,Coho,Tsiu River-Coho,60.0777512,-143.09116,GOA,AK,1973,1988,16,52350,158677,Escapement Goals for Yakutat Area Coho Salmon Stocks,http://www.sf.adfg.state.ak.us/FedAidPDFs/RIR.1J.1994.14.pdf,NA
253,Coho,Middle_Fraser-Coho,49.12,-123.06,WC,BC,1998,2016,19,13600,13251,"Michael Arbeider, DFO, 2022",NA,NA
254,Coho,Fraser_Canyon-Coho,49.12,-123.06,WC,BC,1998,2016,19,5971,6684,"Michael Arbeider, DFO, 2022",NA,NA
255,Coho,Lower_Thompson-Coho,49.12,-123.06,WC,BC,1998,2016,19,16053,15582,"Michael Arbeider, DFO, 2022",NA,NA
256,Coho,North_Thompson-Coho,49.12,-123.06,WC,BC,1998,2016,19,27238,26750,"Michael Arbeider, DFO, 2022",NA,NA
257,Coho,South_Thompson-Coho,49.12,-123.06,WC,BC,1998,2016,19,15850,17619,"Michael Arbeider, DFO, 2022",NA,NA
258,Chinook,Alsek-Klukshu-Chinook,59.1348,-138.6067,GOA,AK,1976,1990,15,3104,8320,"Curry Cunningham/Brian Burke, 2022",NA,NA
259,Chinook,Bear Valley Creek-Chinook,46.2508,-124.0143,WC,WA,1957,2008,52,2377,6621,"Curry Cunningham/Brian Burke, 2022",NA,NA
260,Chinook,Big Creek-Chinook,46.2508,-124.0143,WC,WA,1957,2008,52,1838,3595,"Curry Cunningham/Brian Burke, 2022",NA,NA
261,Chinook,Camas Creek-Chinook,46.2508,-124.0143,WC,WA,1960,2008,42,554,1260,"Curry Cunningham/Brian Burke, 2022",NA,NA
262,Chinook,Catherine Creek-Chinook,46.2508,-124.0143,WC,WA,1955,2007,53,3161,4852,"Curry Cunningham/Brian Burke, 2022",NA,NA
263,Chinook,East Fork Salmon River-Chinook,46.2508,-124.0143,WC,WA,1957,2008,52,3747,8089,"Curry Cunningham/Brian Burke, 2022",NA,NA
264,Chinook,East Fork South Fork Salmon River-Chinook,46.2508,-124.0143,WC,WA,1957,2008,52,1904,3043,"Curry Cunningham/Brian Burke, 2022",NA,NA
265,Chinook,Entiat River-Chinook,46.2508,-124.0143,WC,WA,1960,2007,48,1489,2397,"Curry Cunningham/Brian Burke, 2022",NA,NA
266,Chinook,Grande Ronde River Upper Mainstem-Chinook,46.2508,-124.0143,WC,WA,1955,2007,53,1029,2399,"Curry Cunningham/Brian Burke, 2022",NA,NA
267,Chinook,Imnaha River Mainstem-Chinook,46.2508,-124.0143,WC,WA,1956,2007,52,6267,5254,"Curry Cunningham/Brian Burke, 2022",NA,NA
268,Chinook,Lemhi River-Chinook,46.2508,-124.0143,WC,WA,1957,2008,52,3658,9378,"Curry Cunningham/Brian Burke, 2022",NA,NA
269,Chinook,Loon Creek-Chinook,46.2508,-124.0143,WC,WA,1957,2008,38,1090,2163,"Curry Cunningham/Brian Burke, 2022",NA,NA
270,Chinook,Marsh Creek-Chinook,46.2508,-124.0143,WC,WA,1957,2008,52,1845,3952,"Curry Cunningham/Brian Burke, 2022",NA,NA
271,Chinook,Methow River-Chinook,46.2508,-124.0143,WC,WA,1960,2008,49,10971,11778,"Curry Cunningham/Brian Burke, 2022",NA,NA
272,Chinook,Middle Fork Salmon River Lower Mainstem-Chinook,46.2508,-124.0143,WC,WA,1957,2008,35,246,369,"Curry Cunningham/Brian Burke, 2022",NA,NA
273,Chinook,Middle Fork Salmon River Upper Mainstem-Chinook,46.2508,-124.0143,WC,WA,1957,2008,29,1814,2971,"Curry Cunningham/Brian Burke, 2022",NA,NA
274,Chinook,Minam River-Chinook,46.2508,-124.0143,WC,WA,1956,2007,52,4104,3686,"Curry Cunningham/Brian Burke, 2022",NA,NA
275,Chinook,Salmon River Lower Mainstem-Chinook,46.2508,-124.0143,WC,WA,1957,2008,45,4888,3300,"Curry Cunningham/Brian Burke, 2022",NA,NA
276,Chinook,Salmon River Upper Mainstem-Chinook,46.2508,-124.0143,WC,WA,1957,2008,52,4612,6334,"Curry Cunningham/Brian Burke, 2022",NA,NA
277,Chinook,Secesh River-Chinook,46.2508,-124.0143,WC,WA,1957,2008,52,1759,3006,"Curry Cunningham/Brian Burke, 2022",NA,NA
278,Chinook,South Fork Salmon River-Chinook,46.2508,-124.0143,WC,WA,1957,2008,52,6310,9832,"Curry Cunningham/Brian Burke, 2022",NA,NA
279,Chinook,Sulphur Creek-Chinook,46.2508,-124.0143,WC,WA,1957,2008,52,693,1399,"Curry Cunningham/Brian Burke, 2022",NA,NA
280,Chinook,Tucannon River-Chinook,46.2508,-124.0143,WC,WA,1980,2006,27,852,1635,"Curry Cunningham/Brian Burke, 2022",NA,NA
281,Chinook,Valley Creek-Chinook,46.2508,-124.0143,WC,WA,1957,2008,52,1431,2895,"Curry Cunningham/Brian Burke, 2022",NA,NA
282,Chinook,Wallowa/Lostine Rivers-Chinook,46.2508,-124.0143,WC,WA,1959,2007,49,1585,4813,"Curry Cunningham/Brian Burke, 2022",NA,NA
283,Chinook,Wenaha River-Chinook,46.2508,-124.0143,WC,WA,1963,2007,45,2682,4467,"Curry Cunningham/Brian Burke, 2022",NA,NA
284,Chinook,Wenatchee River-Chinook,46.2508,-124.0143,WC,WA,1960,2007,48,6718,11039,"Curry Cunningham/Brian Burke, 2022",NA,NA
285,Chinook,Yankee Fork-Chinook,46.2508,-124.0143,WC,WA,1960,2008,42,1934,2859,"Curry Cunningham/Brian Burke, 2022",NA,NA
286,Chinook,Cedar River-Chinook,47.5039,-122.2169,WC,WA,1965,2010,46,2223,6753,"Curry Cunningham/Brian Burke, 2022",NA,NA
287,Chinook,Green River-Chinook,47.5925,-122.36,WC,WA,1968,2011,44,11569,41177,"Curry Cunningham/Brian Burke, 2022",NA,NA
288,Chinook,Lower Sauk River-Chinook,48.3677,-122.5141,WC,WA,1952,2010,59,3991,26076,"Curry Cunningham/Brian Burke, 2022",NA,NA
289,Chinook,Lower Skagit River-Chinook,48.3677,-122.5141,WC,WA,1952,2010,59,9328,57603,"Curry Cunningham/Brian Burke, 2022",NA,NA
290,Chinook,Mid-Hood Canal-Chinook,47.6393,-122.9299,WC,WA,1968,2010,43,1773,19355,"Curry Cunningham/Brian Burke, 2022",NA,NA
291,Chinook,Nisqually River-Chinook,47.0996,-122.7029,WC,WA,1968,2010,43,3527,31559,"Curry Cunningham/Brian Burke, 2022",NA,NA
292,Chinook,North Fork Stillaguamish River-Chinook,48.2465,-122.3957,WC,WA,1974,2010,37,1849,94076,"Curry Cunningham/Brian Burke, 2022",NA,NA
293,Chinook,Puyallup River-Chinook,47.2472,-122.4289,WC,WA,1968,2011,44,5369,19442,"Curry Cunningham/Brian Burke, 2022",NA,NA
294,Chinook,Skokomish River-Chinook,47.3436,-123.1212,WC,WA,1968,2010,43,3193,13853,"Curry Cunningham/Brian Burke, 2022",NA,NA
295,Chinook,Skykomish River-Chinook,48.0206,-122.2122,WC,WA,1965,2010,46,7703,103029,"Curry Cunningham/Brian Burke, 2022",NA,NA
296,Chinook,Snoqualmie River-Chinook,48.0206,-122.2122,WC,WA,1965,2010,46,3726,9412,"Curry Cunningham/Brian Burke, 2022",NA,NA
297,Chinook,South Fork Stillaguamish River-Chinook,48.2465,-122.3957,WC,WA,1974,2010,37,391,14690,"Curry Cunningham/Brian Burke, 2022",NA,NA
298,Chinook,Suiattle River-Chinook,48.3677,-122.5141,WC,WA,1952,2003,52,1807,9369,"Curry Cunningham/Brian Burke, 2022",NA,NA
299,Chinook,Upper Sauk River-Chinook,48.3677,-122.5141,WC,WA,1952,2010,59,3425,22302,"Curry Cunningham/Brian Burke, 2022",NA,NA
300,Chinook,Upper Skagit River-Chinook,48.3677,-122.5141,WC,WA,1952,2010,59,21183,111273,"Curry Cunningham/Brian Burke, 2022",NA,NA
301,Chinook,White River-Chinook,47.2472,-122.4289,WC,WA,1965,2011,47,10734,7544,"Curry Cunningham/Brian Burke, 2022",NA,NA
302,Chinook,Clackamas River-Chinook,46.2508,-124.0143,WC,OR,1974,2002,29,5592,11616,"Curry Cunningham/Brian Burke, 2022",NA,NA
303,Chinook,Coweeman River-Chinook,46.2508,-124.0143,WC,OR,1964,2008,45,2549,4360,"Curry Cunningham/Brian Burke, 2022",NA,NA
304,Chinook,Elochoman River-Chinook,46.2508,-124.0143,WC,OR,1964,2008,45,7893,15888,"Curry Cunningham/Brian Burke, 2022",NA,NA
305,Chinook,Grays and Chinook Rivers-Chinook,46.2508,-124.0143,WC,OR,1964,2008,45,2685,5258,"Curry Cunningham/Brian Burke, 2022",NA,NA
306,Chinook,Kalama River-Chinook,46.2508,-124.0143,WC,OR,1964,2008,45,24710,45859,"Curry Cunningham/Brian Burke, 2022",NA,NA
307,Chinook,Lewis River Fall-run-Chinook,46.2508,-124.0143,WC,OR,1964,2008,45,2142,2449,"Curry Cunningham/Brian Burke, 2022",NA,NA
308,Chinook,Lewis River Late fall-Chinook,46.2508,-124.0143,WC,OR,1964,2007,44,20058,37150,"Curry Cunningham/Brian Burke, 2022",NA,NA
309,Chinook,Lower Cowlitz River-Chinook,46.2508,-124.0143,WC,OR,1964,2007,44,22758,43359,"Curry Cunningham/Brian Burke, 2022",NA,NA
310,Chinook,McKenzie River-Chinook,46.2508,-124.0143,WC,OR,1970,2008,39,7795,13311,"Curry Cunningham/Brian Burke, 2022",NA,NA
311,Chinook,Toutle River-Chinook,46.2508,-124.0143,WC,OR,1964,2008,32,13943,16811,"Curry Cunningham/Brian Burke, 2022",NA,NA
312,Chinook,Upper Gorge Tributaries-Chinook,46.2508,-124.0143,WC,OR,1964,2003,40,1801,3004,"Curry Cunningham/Brian Burke, 2022",NA,NA
313,Chinook,White Salmon River-Chinook,46.2508,-124.0143,WC,OR,1965,2003,39,11480,14887,"Curry Cunningham/Brian Burke, 2022",NA,NA
314,Coho,Clackamas River-Coho,46.2508,-124.0143,WC,OR,1968,2010,43,14335,25697,"Curry Cunningham/Brian Burke, 2022",NA,NA
315,Coho,Sandy River-Coho,46.2508,-124.0143,WC,OR,1974,2010,34,2558,7972,"Curry Cunningham/Brian Burke, 2022",NA,NA
316,Coho,OCN Rivers-Coho,44.6175,-124.1093,WC,OR,1970,2014,45,330000,451152,"Curry Cunningham/Brian Burke, 2022",NA,NA
317,Coho,OCN Lakes-Coho,44.6175,-124.1093,WC,OR,1970,2014,45,38700,171785,"Curry Cunningham/Brian Burke, 2022",NA,NA
318,Coho,Clackamas River Early-Coho,46.2508,-124.0143,WC,OR,1973,2014,42,6940,7968,"Curry Cunningham/Brian Burke, 2022",NA,NA
319,Coho,Clackamas River Late-Coho,46.2508,-124.0143,WC,OR,1973,2011,39,3067,11522,"Curry Cunningham/Brian Burke, 2022",NA,NA
